"ARTWORK_ID","artist_id","room_id","artwork_price","gallery_id","artwork_medium","materials","artwork_year","gallery_established_year"
94101,"27001",10752,4567865.000000,"1901",Painting,fgs,2020,"2003"
94151,"27001",10752,175000.500000,"1901",Painting,"",2019,"2003"
94501,,10945,,"8552",,,,"2014"
94502,,10945,,"8552",,,,"2014"
94503,"32915",10945,37500.500000,"8552",Painting,Oil on Canvas,2017,"2014"
94504,"32915",10945,17500.500000,"8552",Painting,Oil on Canvas,2018,"2014"
94505,"32915",10945,17500.500000,"8552",Painting,Oil on Canvas,2019,"2014"
94506,"32915",10945,,"8552",Painting,Oil on Canvas,2019,"2014"
94507,"52204",10921,17500.500000,"12801",Painting,acrylic and oil on canvas,2018,"2017"
94508,"32915",10945,,"8552",Painting,Oil on Canvas,2019,"2014"
94509,"52204",10921,17500.500000,"12801",Painting,"",2019,"2017"
94510,"52204",10921,17500.500000,"12801",Painting,acrylic on canvas,2018,"2017"
94511,"52204",10921,,"12801",Painting,acrylic and oil on canvas,2019,"2017"
94512,"32915",10945,,"8552",Painting,Oil on Canvas,2019,"2014"
94513,"11857",10877,375000.500000,"2003",Mixed Media,Mixed media on china paper,1975,"1993"
94514,"11857",10877,375000.500000,"2003",Painting,Oil on canvas,1957,"1993"
94515,"32915",10945,,"8552",Painting,Oil on Canvas,2012,"2014"
94516,"27001",11108,750000.500000,"1901",Photography,"",2019,"2003"
94517,"6860",10919,56000.000000,"1069",Sculpture,Glazed ceramic and steel,2018,"1977"
94518,"6777",10864,175000.500000,"1059",Painting," vinyl, dispersion and dry pigment on canvas",2018,"1986"
94519,"6769",10864,75000.500000,"1059",Mixed Media,"8 spotlights, artificial haze",2007,"1986"
94520,"6862",10919,77000.000000,"1069",Painting," Diptych, Acrylic on canvas",2020,"1977"
94521,"27001",11115,375000.500000,"22351",Photography,"",2020,"2020"
94522,"11460",10919,338000.000000,"1069",Installation,"Mixed media on plywood, copper",2010,"1977"
94523,,10952,,"1169",,,,"1995"
94524,,10952,,"1169",,,,"1995"
94525,,10952,,"1169",,,,"1995"
94526,"11131",10895,50000.000000,"2209",Painting,Acrylic on umbrella glued on blue canvas,1984,"2006"
94527,"11131",10895,170000.000000,"2209",Painting,Acrylic on tarpaulin,1980,"2006"
94528,"7429",10955,90000.000000,"1383",Painting,ACRYLIC / ALUMINIUM,2012,"1988"
94529,"33699",11057,,"14001",Sculpture,"Object, stainless steel",2019,"2017"
94530,"52204",10921,37500.500000,"12801",Painting,acrylic and gel medium on canvas,2018,"2017"
94531,"52204",10921,,"12801",Painting,acrylic and modeling paste on canvas,2018,"2017"
94532,"52204",10921,13500.000000,"12801",Painting,acrylic and gel medium on canvas,2019,"2017"
94533,"52204",10921,17500.500000,"12801",Painting,oil and acrylic on canvas,2019,"2017"
94534,"52204",10921,1100.000000,"12801",Painting,"Acrylic, gel mediun and oil on canvas",2019,"2017"
94535,"52204",10921,,"12801",Painting,Acrylic and oil on Canvas,2019,"2017"
94536,"17402",10898,13000.000000,"1096",Painting,Acrylic and Oil Stick on Canvas ,2018,"2009"
94537,"17402",10898,13000.000000,"1096",Painting,Acrylic and Oil Stick on Canvas,2018,"2009"
94538,"17402",10898,10500.000000,"1096",Sculpture,"Wood, acrylic paint, gold leaf, mosaic, copper sheets, metal sheets",2018,"2009"
94539,"17402",10898,7200.000000,"1096",Sculpture,"Wood, acrylic paint, mosaic, copper sheets, metal sheets",2018,"2009"
94540,"17402",10898,13000.000000,"1096",Painting,Acrylic and oil stick on canvas ,2018,"2009"
94541,"11758",10914,175000.500000,"1424",Installation,Acrylic on canvas,2018,"2008"
94545,"49037",10914,37500.500000,"1424",Painting,Oil and acrylic on canvas,2019,"2008"
94546,"29010",11012,75000.500000,"1389",Painting,Mixed media on canvas,2019,"1988"
94547,"29010",11012,175000.500000,"1389",Painting,Mixed media on canvas,2019,"1988"
94548,"8219",11007,,"1434",Work on Paper,Pigment and water on paper,2020,"1968"
94549,"7525",10931,37500.500000,"1261",Prints & Multiples,"",2019,"1971"
94550,"9706",10883,75000.500000,"1262",Painting,"",2019,"1997"
94551,,10945,,"8552",,,,"2014"
94552,"32915",10945,17500.500000,"8552",Painting,Oil on Canvas,2018,"2014"
94553,"52204",10921,37500.500000,"12801",Painting,acrylic on canvas,2018,"2017"
94554,"52204",10921,,"12801",Painting,acrylic and gel medium on canvas,2018,"2017"
94555,"27001",11052,375000.500000,"1901",Other Materials,materials,2017,"2003"
94556,"11857",10877,,"2003",Painting,Oil on canvas,1964,"1993"
94557,"32915",10945,,"8552",Painting,Oil on Canvas,2019,"2014"
94558,"32915",10945,17500.500000,"8552",Painting,Oil on Canvas,2017,"2014"
94559,"9659",10919,18000.000000,"1069",Painting,Oil on Canvas,2020,"1977"
94560,"6770",10864,375000.500000,"1059",Mixed Media,Black pencil,2005,"1986"
94561,"9083",10919,37000.000000,"1069",Painting,"Acrylic on canvas, ink, water-soluble marker pen",2019,"1977"
94562,"29853",10919,28000.000000,"1069",Painting,Peruvian mixed media on Japanese paper,2018,"1977"
94563,"6868",10919,225000.000000,"1069",Mixed Media,Glazed ceramic,2014,"1977"
94564,,10952,,"1169",,,,"1995"
94565,,10952,,"1169",,,,"1995"
94566,,10952,,"1169",,,,"1995"
94567,"22004",10952,,"1169",Painting,acrylic on paper,2020,"1995"
94568,"11131",10895,170000.000000,"2209",Painting,Acrylic on tarpaulin ,1982,"2006"
94569,"52204",10921,,"12801",Painting,oil and acrylic on canvas,2019,"2017"
94570,"52204",10921,4000.000000,"12801",Painting,"Oil, acrylic and spray paint on canvas",2019,"2017"
94571,"17402",10898,7500.000000,"1096",Painting,Oil on canvas,2014,"2009"
94572,"17402",10898,13000.000000,"1096",Painting,Acrylic and Oil Stick on Canvas ,2014,"2009"
94573,"9632",10914,37500.500000,"1424",Painting,Watercolour on paper,2013,"2008"
94574,"52274",10914,37500.500000,"1424",Work on Paper,Charcoal and pastel on paper,1980,"2008"
94575,"52274",10914,37500.500000,"1424",Work on Paper,Monoprint with charcoal and pastel,1979,"2008"
94576,"22832",10914,37500.500000,"1424",Painting,"Oil, acrylic, mixed media on canvas",2019,"2008"
94577,"55974",10914,17500.500000,"1424",Painting,Oil on canvas,2020,"2008"
94578,"49037",10914,75000.500000,"1424",Painting,Oil and acrylic on canvas,2019,"2008"
94579,"29010",11012,75000.500000,"1389",Painting,Mixed media on canvas,2019,"1988"
94580,"29010",11012,75000.500000,"1389",Painting,Mixed media on canvas,2019,"1988"
94581,,10931,,"1261",,,,"1971"
94582,"9661",11007,17500.500000,"1434",Painting,Oil on canvas,2019,"1968"
94583,"11144",11007,17500.500000,"1434",Photography,Archival Inkjet Print,2018,"1968"
94584,"8219",11007,37500.500000,"1434",Mixed Media,Rubber and pigment on transparent polyester fiber,2020,"1968"
94585,"8219",11007,37500.500000,"1434",Work on Paper,Pigment and water on paper,2019,"1968"
94586,"21836",10931,75000.500000,"1261",Mixed Media,"Blown glass, micro video projector, media player and one USB drive with media file, cables, MDF, latex paint",2014,"1971"
94587,"7413",11007,75000.500000,"1434",Sculpture,Wawa wood painted,2020,"1968"
94588,"7413",11007,175000.500000,"1434",Sculpture,Cedar wood painted,2020,"1968"
94596,"59352",11058,17500.500000,"2191",Work on Paper,Ink,1966,"1982"
94597,"59352",11058,17500.500000,"2191",Work on Paper,Color ink,1996,"1982"
94598,"59352",11058,17500.500000,"2191",Work on Paper,Color ink,1990,"1982"
94599,"7782",10932,175000.500000,"1185",Mixed Media,"ink, oil paint stick, and paper on board",2019,"1996"
94600,"7419",10932,175000.500000,"1185",Mixed Media,"mother of pearl, acrylic paint on lacquered wooden base panel, steel frame",2019,"1996"
94601,"32915",10945,17500.500000,"8552",Painting,Oil on Canvas,2019,"2014"
94602,"32915",10945,,"8552",Painting,Oil on Canvas,2019,"2014"
94603,"52204",10921,,"12801",Painting,acrylic on canvas,2019,"2017"
94604,,10945,,"8552",,,,"2014"
94605,"32915",10945,,"8552",Painting,Oil on Canvas,2019,"2014"
94606,,10921,,"12801",,,,"2017"
94607,"52204",10921,17500.500000,"12801",Painting,acrylic on canvas,2019,"2017"
94608,"52204",10921,,"12801",Painting,acrylic on canvas,2018,"2017"
94609,"52204",10921,,"12801",Painting,acrylic on canvas,2018,"2017"
94610,"11857",10877,175000.500000,"2003",Work on Paper,Ink on paper,1959,"1993"
94611,"8098",10864,375000.500000,"1059",Mixed Media,"stone, steel cable, slipknot",1990,"1986"
94612,"6768",10864,175000.500000,"1059",Mixed Media,Photography,2016,"1986"
94613,"7806",10919,157000.000000,"1069",Mixed Media,Neon tubes on aluminum frame ,2010,"1977"
94614,,10883,,"1262",,,,"1997"
94615,"20646",10919,20000.000000,"1069",Mixed Media,"Aluminum, gold leaf sheets, led",2018,"1977"
94616,"20680",10919,33000.000000,"1069",Mixed Media,"Marble, lacquered wood and wool",2019,"1977"
94617,"9990",10864,75000.500000,"1059",Mixed Media,"Oil on cuted wood panels, frame oak",2020,"1986"
94618,"27001",11115,7450000.000000,"22351",Painting,"",2019,"2020"
94619,"11131",10895,140000.000000,"2209",Painting,Acrylic on tarpaulin,1982,"2006"
94620,"11131",10895,120000.000000,"2209",Painting,Acrylic on tarpaulin,1980,"2006"
94621,"33699",11057,,"14001",Sculpture,"Object, stainless steel",2019,"2017"
94622,"33699",11057,,"14001",Sculpture,"Object, stainless steel",2019,"2017"
94623,"33699",11057,,"14001",Sculpture,"Object, stainless",2019,"2017"
94624,"52204",10921,17500.500000,"12801",Painting,"Acrylic, oil, and gel medium on canvas",2018,"2017"
94625,"17402",10898,20000.000000,"1096",Painting,Acrylic and Oil Stick on Canvas,2018,"2009"
94626,"17402",10898,9000.000000,"1096",Sculpture,"Wood, acrylic paint, mosaic, copper sheets, metal sheets, plastic pearls",2018,"2009"
94627,"17402",10898,13000.000000,"1096",Painting,Acrylic and Oil Stick on Canvas ,2018,"2009"
94628,"17402",10898,20000.000000,"1096",Painting,Acrylic and Oil Stick on Canvas ,2020,"2009"
94629,"17402",10898,13000.000000,"1096",Painting,Acrylic and oil stick on canvas ,2018,"2009"
94630,"17402",10898,13000.000000,"1096",Painting,Acrylic and oil stick on canvas ,2018,"2009"
94631,"17402",10898,20000.000000,"1096",Painting,Acrylic and oil stick on canvas ,2018,"2009"
94632,"17402",10898,20000.000000,"1096",Painting,Acrylic and oil stick on canvas ,2020,"2009"
94633,"8610",10914,375000.500000,"1424",Installation,"90 screen printed Mylar balloons (30 Salmon: 95 x 188 cm each; 30 Smelt: 99 x 220.5 each; 30 Roache: 100 x 218 cm each)",2016,"2008"
94636,,11012,,"1389",,,,"1988"
94637,,11012,,"1389",,,,"1988"
94638,"29010",11012,75000.500000,"1389",Painting,Mixed media on canvas,2019,"1988"
94639,"9661",11007,75000.500000,"1434",Painting,Oil on canvas,2011,"1968"
94640,"8587",10931,37500.500000,"1261",Photography,"",2017,"1971"
94641,"8075",11007,37500.500000,"1434",Photography,C-Print,2018,"1968"
94642,"8075",11007,75000.500000,"1434",Photography,C-Print,2004,"1968"
94643,"9224",11073,1.000000,"2464",Painting,oil and acrylic on canvas,2019,"1987"
94648,"46335",10907,,"15651",Sculpture,"wood, acrylic paint, urethane paint, steel can, newspaper, plywood",2019,"2004"
94649,,11058,,"2191",,,,"1982"
94650,"7782",10932,375000.500000,"1185",Mixed Media,oil stick and printed paper collage on board,2015,"1996"
94660,"59352",11058,17500.500000,"2191",Work on Paper,Color ink,1996,"1982"
94661,"59352",11058,,"2191",Work on Paper,Color ink,1995,"1982"
94662,"59352",11058,17500.500000,"2191",Work on Paper,Color ink,1990,"1982"
94663,"9451",10932,375000.500000,"1185",Mixed Media,"pigment, pencil, and black aquacryl on canvas and aluminum",2018,"1996"
94664,"7447",10932,75000.500000,"1185",Sculpture,"acrylic, plaster",2019,"1996"
94665,"9670",11111,175000.500000,"1388",Painting,"Oil, lacquer, linen, and wood",2019,"1992"
94666,"9898",10907,17500.500000,"15651",Video/Film,double channel video,2019,"2004"
94667,"59352",11058,75000.500000,"2191",Work on Paper,Color ink,1976,"1982"
94668,"11131",10895,170000.000000,"2209",Painting,Acrylic on tarpaulin,1982,"2006"
94669,"7090",10888,75000.500000,"1667",Mixed Media,"Powder-coated stainless steel frame, powder-coated mesh, plastic twine",2019,"1988"
94670,"7090",10888,37500.500000,"1667",Mixed Media,"Chipboard, wood varnish, sesame leaves, shiso leaves",2016,"1988"
94671,"21154",11056,17500.500000,"1182",Other Materials,"Lightjet print on Duratrands, Lightbox",2014,"1999"
94672,"7090",11056,17500.500000,"1182",Painting,"Stencil, black paper, spray paint",2013,"1999"
94673,"7088",11056,17500.500000,"1182",Painting,Enamel on newspaper,2017,"1999"
94674,"7088",11056,175000.500000,"1182",Painting,Gold leaf on newspaper on linen,2019,"1999"
94675,"7090",11056,75000.500000,"1182",Sculpture,"Steel stand, metal grid, powder coating, casters, nickel plated bells, brass plated bells, metal rings, turbine vents",2016,"1999"
94676,,11088,,"2232",,,,"2015"
94677,"32915",10945,,"8552",Painting,Oil on Canvas,2019,"2014"
94678,"33381",10955,55000.000000,"1383",Painting,oil on canvas ,2019,"1988"
94679,"32915",10945,,"8552",Painting,Oil on Canvas,2019,"2014"
94680,"32915",10945,17500.500000,"8552",Painting,Oil on Canvas,2018,"2014"
94681,,11130,,"8469",,,,"2016"
94682,"52177",11130,1000.000000,"8469",Sculpture,"metal columns, metal plate, stainless steel hardware, wheels, clay, spray paint ",2019,"2016"
94683,"52177",11130,1000.000000,"8469",Sculpture,"wheels, clay, metal, spray paint ",2019,"2016"
94684,,11130,,"8469",,,,"2016"
94685,"9083",10919,23000.000000,"1069",Painting,"Acrylic on canvas, ink, water-soluble marker pen",2019,"1977"
94686,"13702",10943,75000.500000,"1160",Painting,"Household paint, double-glazing unit, steel frame",2020,"1998"
94687,"7806",10919,60000.000000,"1069",Sculpture,Acrylic on plough-share,2019,"1977"
94688,"20646",10919,20000.000000,"1069",Mixed Media,"Aluminum, platinum leaf sheets, led",2018,"1977"
94689,"20680",10919,22000.000000,"1069",Mixed Media,"Marble, lacquered wood, and mirror",2019,"1977"
94690,"7515",10919,280000.000000,"1069",Painting,Oil on canvas,2007,"1977"
94692,"59503",11080,35000.000000,"1317",Painting,tempera on canvas,2016,"1981"
94693,"8902",11080,24000.000000,"1317",Painting,oil on canvas,2019,"1981"
94694,"8913",11080,9000.000000,"1317",Painting,"oil, acrylic, monoprint on linen",2019,"1981"
94695,"7000",10967,500000.000000,"1316",Painting,Oil on canvas,1956,"1993"
94696,"8826",10866,,"1301",Painting,"Oil, glue, sand, burlap and collage on canvas",1952,"1981"
94697,"7607",10866,750000.500000,"1301",Painting,Water-based paint on canvas and lacquered wood,1965,"1981"
94698,"9371",10943,175000.500000,"1160",Painting,oil on linen,2019,"1998"
94699,"13702",10943,37500.500000,"1160",Painting,"household paint, double-glazing unit, steel frame",2019,"1998"
94700,"11566",10948,6000.000000,"1148",Work on Paper,Gouache on paper,2019,"1995"
94701,"6866",10932,375000.500000,"1185",Mixed Media,"cel-vinyl, spray enamel on canvas over wood panel",2012,"1996"
94702,"6910",10932,375000.500000,"1185",Painting,oil and acrylic on canvas and linen,2001,"1996"
94703,"40555",10932,175000.500000,"1185",Painting,oil on linen,2018,"1996"
94704,"11315",10932,375000.500000,"1185",Mixed Media,"oak wood, copper sheet, copper nails, and darkening patina",2019,"1996"
94705,"59352",11058,17500.500000,"2191",Work on Paper,Color ink,1990,"1982"
94706,"59352",11058,17500.500000,"2191",Work on Paper,Color ink,1986,"1982"
94707,"49557",11061,175000.500000,"1453",Painting,Oil on linen,2019,"2009"
94708,,10930,,"1350",,,,"2000"
94709,"7085",11056,375000.500000,"1182",Painting,Set of 3. Watercolour on gold panel,2019,"1999"
94710,"49685",10925,37500.500000,"1070",Painting,Acrylic and sand on canvas,2014,"1994"
94711,"61753",11131,75000.500000,"1395",Work on Paper,"Xuan Paper, Wax, resin  宣紙、蠟、樹脂",2007,"2008"
94712,,11130,,"8469",,,,"2016"
94713,,11130,,"8469",,,,"2016"
94714,"52177",11130,17500.500000,"8469",Sculpture,"metal plate, concrete, polystyrene foams, pigment, seashell and found glass plates",2019,"2016"
94715,,11138,,"8203",,,,"2015"
94716,"52177",11130,,"8469",Sculpture,"used household mirror, found dried pod, found foam packagings, concrete, wood, pebbles, plexiglass mirror, tiles",2019,"2016"
94717,"9659",10919,18000.000000,"1069",Painting,Oil on canvas,2020,"1977"
94718,"59503",11080,30000.000000,"1317",Painting,tempera on canvas,2019,"1981"
94719,"8896",11080,1000000.000000,"1317",Painting,oil on canvas,2019,"1981"
94720,"11125",11080,360000.000000,"1317",Sculpture,"painted bronze, iron and wood",2015,"1981"
94721,"7607",10866,,"1301",Painting,"Oil, mixed media and glass on canvas, red and pink glasses on gray-blue, light blue and blue background",1955,"1981"
94722,"7035",10866,375000.500000,"1301",Mixed Media,Screenprint on polished stainless steel,1962,"1981"
94723,"7975",10866,750000.500000,"1301",Painting,Oil on canvas,1961,"1981"
94724,"24777",10943,37500.500000,"1160",Photography,"light, water, Lambda c-type print from unique dye destruction print",2019,"1998"
94725,"24777",10943,37500.500000,"1160",Photography,"light, water, Lambda c-type print from unique dye destruction print",2014,"1998"
94726,"7740",10943,,"1160",Painting,oil on card,1926,"1998"
94727,"7740",10943,,"1160",Painting,oil on card,1926,"1998"
94728,"9371",10943,17500.500000,"1160",Painting,"corrugated board, gouache on Arches 600gsm HP",2019,"1998"
94729,"9371",10943,75000.500000,"1160",Painting,oil on linen,2019,"1998"
94730,"9371",10943,17500.500000,"1160",Painting,"corrugated board, gouache on Arches 600gsm HP",2019,"1998"
94731,,10967,,"1316",,,,"1993"
94732,"7740",10943,17500.500000,"1160",Painting,oil on wood,1926,"1998"
94733,"7740",10943,37500.500000,"1160",Painting,oil on card,1926,"1998"
94734,"8828",10866,1.000000,"1301",Mixed Media,PVC plates and acrylic on panel,2011,"1981"
94735,"10537",10866,1.000000,"1301",Painting,Oil on canvas,1991,"1981"
94736,"11566",10948,6000.000000,"1148",Work on Paper,Gouache on paper,2019,"1995"
94737,"7090",10948,17500.500000,"1148",Sculpture,"Various security envelopes, graph paper, sandpaper, laser prints, self-adhesive holographic vinyl film on aludibond, framed",2020,"1995"
94738,"11150",10948,135000.000000,"1148",Sculpture,"Acrylic, fluorescent acrylic and Roll-a-Tex on canvas",2019,"1995"
94739,"24211",10948,16000.000000,"1148",Work on Paper,"Acrylic, stickers, gesso, marker and graphite on watercolor paper",2017,"1995"
94740,"7386",10926,175000.500000,"1216",Painting,acrylic on canvas,2019,"1980"
94741,"7870",10926,37500.500000,"1216",Work on Paper,watercolor on heavy Somerset Velvet paper mounted to dibond,2019,"1980"
94742,"7779",10926,75000.500000,"1216",Painting,acrylic paint on canvas,2015,"1980"
94743,"42669",10863,175000.500000,"7530",Painting,Oil on canvas,1954,"1995"
94744,"7226",10935,375000.500000,"1215",Painting,Pigment suspend in glue on canvas,1979,"1999"
94745,"7399",10964,105000.000000,"1229",Painting,"acrylic and resin on canvas, signed and dated verso.",2015,"1954"
94746,"7399",10964,48000.000000,"1229",Painting,acrylic and resin on canvas,2015,"1954"
94750,"33032",11073,25000.000000,"2464",Painting,"oil, varnish, ink, enamel and resin on canvas",2020,"1987"
94751,"7447",10932,75000.500000,"1185",Sculpture,"acrystal, metal",2019,"1996"
94752,"59352",11058,75000.500000,"2191",Work on Paper,Color ink,1982,"1982"
94753,"59352",11058,17500.500000,"2191",Work on Paper,Ink,1966,"1982"
94754,"7510",11055,60000.000000,"1167",Prints & Multiples,iPad drawing printed on paper,2011,"1968"
94755,"11131",10895,140000.000000,"2209",Painting,Acrylic on tarpaulin,1985,"2006"
94756,"11131",10895,60000.000000,"2209",Painting,Acrylic on blue tarpaulin,1983,"2006"
94757,"11131",10895,50000.000000,"2209",Painting,Acrylic on tarpaulin fragment,1980,"2006"
94758,"8588",10931,75000.500000,"1261",Installation,"",2019,"1971"
94759,"7960",11056,17500.500000,"1182",Mixed Media,Kraft paper and cement sack cutouts,2019,"1999"
94760,"7085",11056,175000.500000,"1182",Sculpture,Aluminum,2016,"1999"
94761,"8399",11056,17500.500000,"1182",Photography,"Pigment print on Hahnemühle Photo Rag, 308 gr",2019,"1999"
94762,"7082",11056,75000.500000,"1182",Painting,Indian ink on water based acrylic enamel paint on kraft paper,2015,"1999"
94763,,11060,,"1393",,,,"2007"
94764,"32915",10945,,"8552",Painting,Oil on Canvas,2019,"2014"
94765,,11130,,"8469",,,,"2016"
94766,"52177",11130,1000.000000,"8469",Sculpture,"metal columns, metal plate, stainless steel hardware, wheels, clay, spray paint ",2019,"2016"
94767,"53802",11138,4500.000000,"8203",Installation,"foam, glass ashtray, metal vase, coral, Japanese folding fan, etc",2019,"2015"
94768,"52177",11130,,"8469",Painting,"Collage, matte medium, watercolour on Arches paper",2016,"2016"
94769,"52177",11130,,"8469",Painting,"Collage, spray paint, acrylic, matte medium, watercolor on Arches paper ",2016,"2016"
94770,"6862",10919,37000.000000,"1069",Painting,Acrylic on coarse untreated cotton cloth,2019,"1977"
94771,"15104",10892,75000.500000,"1409",Mixed Media,embroidery and drawing on silkscreen print,2019,"1994"
94772,"59502",10892,75000.500000,"1409",Painting,oil on canvas,2018,"1994"
94773,"59503",11080,33000.000000,"1317",Painting,tempera on canvas,2014,"1981"
94774,"59503",11080,5000.000000,"1317",Work on Paper,tempera on paper,2013,"1981"
94775,"8812",11080,28000.000000,"1317",Work on Paper,watercolour on paper,2007,"1981"
94776,"13425",11080,52000.000000,"1317",Painting,oil on canvas,2019,"1981"
94777,"6940",10967,240000.000000,"1316",Mixed Media,Tapestry,2011,"1993"
94778,"8828",10866,75000.500000,"1301",Painting,Acrylic on incised canvas,1991,"1981"
94779,"8163",10866,375000.500000,"1301",Painting,Acrylic on shaped canvas,2005,"1981"
94780,"7350",10866,530000.000000,"1301",Mixed Media,Embroidery on cloth,1989,"1981"
94781,"13702",10943,37500.500000,"1160",Painting,"household paint, double-glazing unit, steel frame",2020,"1998"
94782,"9369",10943,37500.500000,"1160",Mixed Media,"pencil, acrylic, ink and watercolour on 1680 micron board",2020,"1998"
94783,"35840",10943,17500.500000,"1160",Work on Paper,"ink, gouache and collage on paper",2019,"1998"
94784,"7740",10943,,"1160",Painting,oil on card,1926,"1998"
94785,"35840",10943,17500.500000,"1160",Work on Paper,"ink, gouache and collage on paper",2018,"1998"
94786,"7740",10943,17500.500000,"1160",Painting,oil on card,1926,"1998"
94787,"8160",10866,175000.500000,"1301",Painting,Casein tempera on canvas,1963,"1981"
94788,"22260",10866,1.000000,"1301",Sculpture,White marble and stainless steel cables  ,2019,"1981"
94789,"7090",10948,75000.500000,"1148",Sculpture,"Powder-coated steel frame, powder-coated mesh, casters, metal rings, plastic twine ",2020,"1995"
94790,"24211",10948,16000.000000,"1148",Work on Paper,"Acrylic, stickers, gesso, marker and graphite on water color paper",2017,"1995"
94791,"11566",10948,80000.000000,"1148",Installation,"Nylon, fan",2017,"1995"
94792,,10926,,"1216",,,,"1980"
94793,"55107",11088,12000.000000,"2232",Video/Film," 35mm photograph transfer to digital,  2 channel HD Video",2020,"2015"
94794,"15259",10907,75000.000000,"15651",Painting,Acrylic on canvas,2019,"2004"
94795,"42669",10863,17500.500000,"7530",Painting,Oil on canvas,1954,"1995"
94796,"42669",10863,75000.500000,"7530",Painting,Oil on canvas,1955,"1995"
94797,"42669",10863,175000.500000,"7530",Painting,Oil on canvas,1959,"1995"
94798,"42669",10863,75000.500000,"7530",Painting,Oil on canvas,1978,"1995"
94799,,10865,,"2025",,,,"2004"
94800,"59353",10865,7250.000000,"2025",Video/Film,"Scene Image, Colors & Dual Chanel 1920 x 980p",2015,"2004"
94801,"8778",10948,90000.000000,"1148",Mixed Media,IQDemy Premium UV ink on IKEA LINNMON table tops,2019,"1995"
94802,"7870",10926,75000.500000,"1216",Sculpture,"bronze, welded metal base",2019,"1980"
94803,"9437",10926,75000.500000,"1216",Painting,acrylic and spray paint on canvas,2019,"1980"
94804,"8291",10926,750000.500000,"1216",Photography,Gelatin silver print,1978,"1980"
94805,"7233",10926,75000.500000,"1216",Painting,"oil, acrylic on canvas",2014,"1980"
94806,,10926,,"1216",,,,"1980"
94807,"55107",11088,22000.000000,"2232",Installation,"Digital print on acrylic glass, zinc alloy, magnifying glass, round light box",2018,"2015"
94808,"59353",10865,2950.000000,"2025",Photography,Digital image printed on archival alu-dibond,2020,"2004"
94809,"42669",10863,37500.500000,"7530",Painting,Watercolor,1958,"1995"
94810,"42669",10863,37500.500000,"7530",Painting,Watercolor,1958,"1995"
94811,"42669",10863,175000.500000,"7530",Painting,Oil on canvas,1968,"1995"
94812,"42669",10863,17500.500000,"7530",Painting,Oil on canvas,1973,"1995"
94813,"42669",10863,75000.500000,"7530",Painting,Oil on canvas,1981,"1995"
94814,"30535",10938,17500.500000,"2459",Painting,Korean paper on canvas,2019,"1990"
94815,"59353",10865,,"2025",Video/Film,Colors & Single Chanel Video,2013,"2004"
94816,,10865,,"2025",,,,"2004"
94817,"59353",10865,7250.000000,"2025",Video/Film,Digital simulation,2018,"2004"
94818,"59353",10865,7250.000000,"2025",Video/Film,Digital simulation,2018,"2004"
94819,"59353",10865,13000.000000,"2025",Video/Film," Scene Image, Colors & Dual Chanel, Light Boxes",2016,"2004"
94820,"59353",10865,2950.000000,"2025",Video/Film,"Video, Colors & Silent 1920 x 1080p",2014,"2004"
94821,"7870",10935,175000.500000,"1215",Sculpture,Bronze,2016,"1999"
94822,"7520",10935,750000.500000,"1215",Sculpture,Stainless steel and resin,2018,"1999"
94823,"7779",10935,75000.500000,"1215",Painting,Black India ink and sepia ink on canvas,2019,"1999"
94824,"11857",10935,75000.500000,"1215",Work on Paper,Ink on paper,1997,"1999"
94825,"9224",11073,1.000000,"2464",Painting,acrylic and oil on canvas,2019,"1987"
94826,"9224",11073,17500.500000,"2464",Painting,acrylic and oil on canvas,2019,"1987"
94827,"11480",11073,,"2464",Sculpture,bronze,1983,"1987"
94828,"43573",11073,465000.000000,"2464",Painting,acrylic on canvas,1993,"1987"
94829,"7420",11073,275000.000000,"2464",Sculpture,stainless steel,2018,"1987"
94830,"34112",11073,,"2464",Painting,synthetic polymer paint on unstretched  canvas,1977,"1987"
94831,"19951",10953,3580.000000,"1363",Sculpture,Bronze,2019,"2009"
94832,"20001",10953,30000.000000,"1363",Prints & Multiples,"Inkjet prints, suite of 14",2019,"2009"
94833,"52656",10953,1430.000000,"1363",Painting,Oil on linen,2019,"2009"
94834,"19953",10953,5000.000000,"1363",Work on Paper,"Watercolor on paper, suite of 7",2019,"2009"
94835,,10953,,"1363",,,,"2009"
94836,"15807",10953,45000.000000,"1363",Sculpture,Brass and pigmented concrete,2019,"2009"
94837,"59356",11112,37500.500000,"1364",Sculpture,Bronze,2019,"1996"
94838,"7998",11112,175000.500000,"1364",Sculpture,Bronze,2019,"1996"
94839,"56215",11112,37500.500000,"1364",Painting,Acrylic on Canvas,2003,"1996"
94840,"10838",10962,75000.500000,"2858",Installation,Railway Sleepers,1979,"2006"
94841,"21625",11203,17500.500000,"2169",Painting,Oil on canvase,2019,"2014"
94842,"21625",11203,,"2169",Painting,Oil on canvas,2019,"2014"
94843,"10318",10912,40000.000000,"1339",Painting,Oil on canvas,2019,"2005"
94844,"60116",10912,28000.000000,"1339",Sculpture,Color on bronze,2015,"2005"
94845,"9041",10912,66000.000000,"1339",Painting,Oil on canvas,2014,"2005"
94846,"60304",10912,15000.000000,"1339",Painting,Oil on canvas,2012,"2005"
94847,"21625",11203,17500.500000,"2169",Painting,Oil on canvas,2015,"2014"
94848,"9234",11009,17500.500000,"1237",Painting,"Linen, ink, acrylic paint",2018,"1993"
