"ARTWORK_ID","artist_id","room_id","artwork_price","gallery_id","artwork_medium","materials","artwork_year","gallery_established_year"
95650,"34624",11061,,"1453",Mixed Media,Oil on wood,2019,"2009"
95651,"7520",10935,750000.500000,"1215",Sculpture,Stainless steel and resin,2018,"1999"
95652,"21625",11203,17500.500000,"2169",Painting,Oil on canvas,2019,"2014"
95653,"10537",10866,375000.500000,"1301",Painting,Oil on canvas,1991,"1981"
95654,"7779",10935,75000.500000,"1215",Painting,Black India ink and sepia ink on canvas,2019,"1999"
95655,"7806",10935,75000.500000,"1215",Painting,Acrylic painting on inkjet print on canvas,2020,"1999"
95656,"21625",11203,17500.500000,"2169",Painting,Oil on canvas,2018,"2014"
95657,"8519",10935,,"1215",Sculpture,Bluestone and stainless steel,2019,"1999"
95658,"21625",11203,17500.500000,"2169",Painting,Oil on canvas,2019,"2014"
95659,"6914",10935,375000.500000,"1215",Painting,Marble,2015,"1999"
95660,"7190",11070,375000.500000,"1108",Painting,Oil on canvas,2019,"1983"
95661,"9101",10903,17500.500000,"1315",Painting,oil on canvas ,2020,"2004"
95662,"8892",10903,17500.500000,"1315",Installation,"carpet pieces on wood, framed",2019,"2004"
95663,"21468",10903,37500.500000,"1315",Painting,acrylic on canvas ,2019,"2004"
95664,"22260",10866,37500.500000,"1301",Sculpture,White marble and stainless steel cables  ,2019,"1981"
95665,"24101",10918,,"1243",Prints & Multiples,Polymergravure with blockprinting,2019,"1986"
95666,"7858",10918,37500.500000,"1243",Prints & Multiples,Series of six etchings and one linocut,2019,"1986"
95667,"7520",10918,37500.500000,"1243",Prints & Multiples,Series of 4 etchings,2019,"1986"
95668,"7421",10918,17500.500000,"1243",Prints & Multiples,Blockprint,2019,"1986"
95669,"7421",10918,17500.500000,"1243",Prints & Multiples,Blockprint,2019,"1986"
95670,"42604",10887,13000.000000,"1866",Painting,Acrylic on wood,2020,"2013"
95672,"42604",10887,5000.000000,"1866",Painting,Acrylic on wood,2020,"2013"
95673,"7525",10931,75000.500000,"1261",Work on Paper,"",2017,"1971"
95674,"7194",11070,17500.500000,"1108",Sculpture,Glass,2019,"1983"
95675,"7525",10931,75000.500000,"1261",Work on Paper,"",2017,"1971"
95676,"6827",10883,75000.500000,"1262",Painting,"",2019,"1997"
95677,"8075",10931,17500.500000,"1261",Photography,"",2016,"1971"
95678,"6827",10883,37500.500000,"1262",Painting,"",2019,"1997"
95679,"11616",10883,175000.500000,"1262",Painting,"signed, titled and dated on verso UV print on brass with screws",2020,"1997"
95680,"24022",10885,37500.500000,"1340",Other Materials,dyed wood (marquetry),2019,"2007"
95681,,10964,,"1229",,,,"1954"
95682,"19711",10883,,"1262",Painting,oil on canvas,2016,"1997"
95683,"58202",10883,175000.500000,"1262",Painting,"tempera, alkyd and oil on canvas",2016,"1997"
95684,"11360",10885,17500.500000,"1340",Video/Film,"Video, color, sound, loop",2019,"2007"
95685,"11360",10885,17500.500000,"1340",Painting,"Enamel and plaster, archival print on PVC, aluminum frame",2019,"2007"
95686,"8356",10964,37500.500000,"1229",Other Materials,"pigmented polyurethane casting, UV resistant",2019,"1954"
95687,"23944",10885,,"1340",Other Materials,gun trigger ,2019,"2007"
95688,"7461",10883,,"1262",Painting,"aluminum composite panel, aluminum honeycomb, two-component adhesive, primer, gesso, solvent-based screen printing ink",2019,"1997"
95689,"61803",10931,175000.500000,"1261",Photography,"",1978,"1971"
95690,"8390",10883,75000.500000,"1262",Painting,monotype on Twinrocker handmade paper,2020,"1997"
95691,"8261",10963,375000.500000,"1404",Painting,Oil on canvas,2006,"1992"
95692,"59501",10952,17500.500000,"1169",Painting,"",2020,"1995"
95693,"19258",10884,121000.000000,"2022",Installation,Porcelain,2008,"2011"
95694,"7090",10888,17500.500000,"1667",Mixed Media,"Chipboard, wood varnish, blades, found plants, dust, hair",2019,"1988"
95695,"7427",10899,375000.500000,"1245",Sculpture,porcelain enamel on shaped steel with steel core,2019,"1989"
95696,"11360",10885,17500.500000,"1340",Other Materials,"Digital video, color sound, loop",2019,"2007"
95697,"32677",10885,,"1340",Work on Paper,Iwa-Enogu on paper,2018,"2007"
95698,"10775",10931,37500.500000,"1261",Work on Paper,"",2018,"1971"
95699,"15216",10940,100000.000000,"1208",Sculpture,Mixed media,1980,"2006"
95700,"10775",10931,175000.500000,"1261",Sculpture,Bronze,2018,"1971"
95701,"52203",10940,375000.500000,"1208",Sculpture,Aluminum alloy,1972,"2006"
95702,"11527",10940,75000.500000,"1208",Sculpture,Glazed ceramic,1968,"2006"
95703,"14952",10940,1750000.000000,"1208",Painting,Oil paint and synthetic resin on canvas over board,1966,"2006"
95704,"8339",10899,950000.000000,"1245",Painting,oil on canvas,1969,"1989"
95705,"7521",10899,750000.500000,"1245",Sculpture,polychrome aluminum,1966,"1989"
95706,"25741,9068",10899,375000.500000,"1245",Sculpture,bronze,1996,"1989"
95707,"7004",11095,375000.500000,"1358",Painting,Oil on canvas,2019,"2013"
95708,"8506",10899,375000.500000,"1245",Sculpture,Cor-ten steel,2016,"1989"
95709,"8858",11127,17500.500000,"1134",Painting,Acrylic on canvas,2019,"1990"
95710,"8598",11095,175000.500000,"1358",Sculpture,"Drum, rope, and black metal keyboard stand",2012,"2013"
95711,"11566",10948,60000.000000,"1148",Sculpture,"Acrylic on canvas, metal bracket, wood dowel",2019,"1995"
95712,"10838",10962,,"2858",Work on Paper,graphite and cardboard,1984,"2006"
95713,"11707",10955,62000.000000,"1383",Painting,"acrylic polymer, marble dust, 22ct gold leaf, 16.9ct lemon gold leaf, 12ct white gold leaf, perspex on linen, and wood",2019,"1988"
95714,"45461",11060,60000.000000,"1393",Painting,Pigment on paper,2010,"2007"
95715,"52204",10921,7000.000000,"12801",Painting,Acrylic and oil on canvas,2018,"2017"
95716,"34624",11061,37500.500000,"1453",Mixed Media,Oil on canvas,2019,"2009"
95717,,10962,,"2858",,,,"2006"
95718,"10838",10962,,"2858",Painting,acrylic on canvas,1978,"2006"
95719,"13059",11061,75000.500000,"1453",Mixed Media,"Acrylic paint, acrylic gel medium, acid free glue on canvas on wood panel",2019,"2009"
95720,"60703",11060,43000.000000,"1393",Painting,"Water, acrylic on canvas",2015,"2007"
95721,"23223",10955,45000.000000,"1383",Mixed Media,spray paint on Polystyrene & wood,2020,"1988"
95722,"9670",11111,175000.500000,"1388",Painting,"Oil, lacquer, linen, and clay",1900,"1992"
95723,"42694",10886,17500.500000,"3098",Painting,Acrylic on linen,2019,"2005"
95724,"11707",10955,20000.000000,"1383",Painting,"acrylic polymer, marvel dust, 18ct green gold leaf, 12ct white gold leaf, museum glass on linen, gesso compound and wood",2019,"1988"
95725,"15102",11111,75000.500000,"1388",Painting,Ink on silk,2019,"1992"
95726,"59353",10865,2200.000000,"2025",Photography,Digital image printed on archival alu-dibond,2020,"2004"
95727,"59553",10865,1500.000000,"2025",Other Materials,Etching copper plate,2015,"2004"
95728,"9768",10878,750000.500000,"1442",Painting,Oil on Canvas,2019,"1992"
95729,"9768",10878,175000.500000,"1442",Painting,Oil on Canvas,2019,"1992"
95730,"15102",11111,,"1388",Painting,Ink on silk,2019,"1992"
95731,"15102",11111,,"1388",Painting,Ink on silk,2019,"1992"
95732,"9768",10878,75000.500000,"1442",Painting,Oil on Canvas,1993,"1992"
95733,,11136,,"1322",,,,"2007"
95734,,10878,,"1442",,,,"1992"
95735,"9768",10878,75000.500000,"1442",Painting,Oil on Canvas,1993,"1992"
95736,"9771",10878,175000.500000,"1442",Painting,Acrylic on Canvas,2019,"1992"
95737,"9066",11093,58000.000000,"1351",Sculpture,Maple wood,2012,"2001"
95738,"9066",11093,78000.000000,"1351",Sculpture,Albizia Wood,2000,"2001"
95739,"60105",11093,16000.000000,"1351",Photography,Photograph,2015,"2001"
95740,"60105",11093,16000.000000,"1351",Photography,Photograph,2004,"2001"
95741,"7446",10963,375000.500000,"1404",Sculpture,Painted stainless steel,2009,"1992"
95742,"7875",11153,55000.000000,"1357",Mixed Media,"India ink, gold leaf, pastel, oil chalks, graphite on paper",2018,"2002"
95743,"7875",11153,55000.000000,"1357",Mixed Media,"India ink, gold leaf, pastel, oil chalks, graphite on paper",2018,"2002"
95744,"21218",11153,42000.000000,"1357",Other Materials,Epoxy on canvas,2016,"2002"
95745,"21265",11153,29000.000000,"1357",Painting,Oil on canvas,2019,"2002"
95746,"15629",11153,,"1357",Other Materials,"metal powder, 300 g/m² Hahnemühle mould-made print making paper",2019,"2002"
95747,"20164",11153,17500.500000,"1357",Mixed Media,Acrylic and oil stick on canvas,2017,"2002"
95748,"21218",11153,37000.000000,"1357",Other Materials,Epoxy on canvas,2012,"2002"
95749,"9771",10878,175000.500000,"1442",Painting,Oil and Acrylic on Canvas,2013,"1992"
95750,"9771",10878,175000.500000,"1442",Painting,Acrylic on Canvas,2019,"1992"
95751,"8603",10940,375000.500000,"1208",Painting,Oil on canvas,1986,"2006"
95752,,10940,,"1208",,,,"2006"
95753,"30714",10940,350000.000000,"1208",Mixed Media,"Oil, papier-mâché, resin, and wire mesh on cotton",1957,"2006"
95754,"7429",11060,275000.000000,"1393",Installation,"Acrylic, aluminum, color after illumination, tank plate, wood",2012,"2007"
95755,"9421",11060,80000.000000,"1393",Painting,"Resin, metal, quartz crystals, and 24kt. gold leaf on wood panel",2011,"2007"
95756,"9375",11060,500000.000000,"1393",Painting, Single–channel Video sculpture with 9 Monitors and Various Objects,1997,"2007"
95757,"9375",11060,50000.000000,"1393",Painting,Oil on canvas,1994,"2007"
95758,"10838",10962,,"2858",Painting,acrylic on canvas,1978,"2006"
95759,"34624",11061,37500.500000,"1453",Mixed Media,Oil on canvas,2019,"2009"
95760,"34624",11061,37500.500000,"1453",Mixed Media,Oil on canvas,2019,"2009"
95761,"34624",11061,37500.500000,"1453",Installation,Oil on canvas,2019,"2009"
95762,"60703",11060,32000.000000,"1393",Painting,"Water, acrylic on canvas",2018,"2007"
95763,"60887",11060,32000.000000,"1393",Painting,Mixed media on canvas,2016,"2007"
95764,"34864",11060,100000.000000,"1393",Painting,Acrylic on canvas,2019,"2007"
95765,,11111,,"1388",,,,"1992"
95766,"9670",11111,175000.500000,"1388",Painting,"Oil, lacquer, linen, and wood",2015,"1992"
95767,"9670",11111,175000.500000,"1388",Painting,"Oil, lacquer, linen, and wood",1900,"1992"
95768,"9670",11111,175000.500000,"1388",Painting,"Oil, lacquer, linen, and wood",2019,"1992"
95769,"9670",11111,175000.500000,"1388",Painting,"Oil, lacquer, linen, and clay",1900,"1992"
95770,"42694",10886,17500.500000,"3098",Painting,Acrylic on linen,2019,"2005"
95771,"23243",10907,17500.500000,"15651",Painting,Oil on canvas,2019,"2004"
95772,"23243",10907,,"15651",Painting,Oil on canvas,2019,"2004"
95773,"59353",10865,2200.000000,"2025",Photography,Digital image printed on archival alu-dibond,2020,"2004"
95774,"10838",10962,,"2858",Work on Paper,graphic on cardboard,1982,"2006"
95775,"15102",11111,17500.500000,"1388",Painting,Ink on silk,2019,"1992"
95776,"15102",11111,17500.500000,"1388",Painting,"",2019,"1992"
95777,"59353",10865,4400.000000,"2025",Video/Film,"Scene Image, Dual Chanel 1920 x 1080p",2017,"2004"
95778,"59353",10865,1500.000000,"2025",Other Materials,Etching copper plate,2015,"2004"
95779,"15102",11111,,"1388",Painting,Ink on silk,2019,"1992"
95780,"37951",11093,18000.000000,"1351",Mixed Media,Mixed media on canvas,2019,"2001"
95781,"37951",11093,35000.000000,"1351",Mixed Media,Mixed media on canvas,2019,"2001"
95782,"37951",11093,35000.000000,"1351",Mixed Media,Mixed media on canvas,2019,"2001"
95783,"37951",11093,25000.000000,"1351",Mixed Media,"Wood panel with painting, ink and collage on bamboo",2019,"2001"
95784,"37951",11093,25000.000000,"1351",Mixed Media,"Wood panel with painting, ink and collage on wood paddles",2019,"2001"
95785,"9771",10878,175000.500000,"1442",Painting,Acrylic on Canvas,2019,"1992"
95786,"29879",11074,37500.500000,"1408",Installation,Performance and mixed media,2017,"2010"
95787,"10202",11153,13000.000000,"1357",Sculpture,"Bronze, patina",2015,"2002"
95788,"20164",11153,17500.500000,"1357",Painting,Acrylic and oil stick on canvas,2017,"2002"
95789,"15861",11153,9500.000000,"1357",Other Materials,Mixed media on canvas,2019,"2002"
95790,"9771",10878,175000.500000,"1442",Painting,Acrylic on Canvas,2014,"1992"
95791,"22162",10890,17500.500000,"2173",Photography,"",2001,"2008"
95792,"60301",10878,75000.500000,"1442",Painting,Oil on Canvas,2018,"1992"
95793,"9055",11104,750000.500000,"1066",Mixed Media," Cement, nylon stocking, plywood, resin, steel",2018,"2004"
95796,"41941",10912,,"1339",Painting,Oil on canvas,2018,"2005"
95797,"60306",10912,75000.500000,"1339",Painting,Oil on canvas,1985,"2005"
95798,"10318",10912,,"1339",Painting,Oil on canvas,2014,"2005"
95799,"10318",10912,17500.500000,"1339",Painting,Oil on canvas,2019,"2005"
95800,"15054",10912,,"1339",Painting,Mixed media no canvas,2019,"2005"
95801,"34624",11061,37500.500000,"1453",Installation,Oil on canvas,2019,"2009"
95802,"13059",11061,37500.500000,"1453",Mixed Media,"Acrylic paint on epoxy coated canvas, fiberglass base",2017,"2009"
95803,"9371",10955,100000.000000,"1383",Painting,oil on linen,2002,"1988"
95804,"42694",10886,17500.500000,"3098",Painting,Acrylic on linen,2019,"2005"
95805,"42694",10886,17500.500000,"3098",Painting,Acrylic on linen,2019,"2005"
95806,"42694",10886,17500.500000,"3098",Painting,Acrylic on linen,2019,"2005"
95807,"42694",10886,17500.500000,"3098",Painting, Acrylic on linen,2019,"2005"
95808,"42694",10886,17500.500000,"3098",Painting,Acrylic on linen,2019,"2005"
95809,"46335",10907,,"15651",Sculpture,"Camphorwood, paint, steel can, plywood, newspaper",2011,"2004"
95810,"6816",10955,70000.000000,"1383",Painting,oil on linen ,2019,"1988"
95811,"60703",11060,30000.000000,"1393",Painting,"Water, acrylic on canvas",2010,"2007"
95812,"59353",10865,2200.000000,"2025",Photography,Digital image printed on archival alu-dibond,2020,"2004"
95813,"59353",10865,2200.000000,"2025",Photography,Digital image printed on archival alu-dibond,2020,"2004"
95814,"9768",10878,375000.500000,"1442",Painting,Oil on Canvas,2019,"1992"
95815,"9089",11093,50000.000000,"1351",Painting,Oil on Canvas,2018,"2001"
95816,"10202",11153,13000.000000,"1357",Sculpture,"Bronze, patina",2015,"2002"
95817,"15629",11153,8500.000000,"1357",Other Materials,"metal powder, 300 g/m² Hahnemühle mould-made print making paper",2019,"2002"
95818,"25072",10950,20000.000000,"2318",Painting,Painted Wood,2020,"2010"
95819,"32975",10878,37500.500000,"1442",Painting,Oil on Canvas,2020,"1992"
95822,"32975",10878,17500.500000,"1442",Painting,Oil on Canvas,2020,"1992"
95823,"60254",10878,37500.500000,"1442",Sculpture,Ceramics,2019,"1992"
95824,"41941",10912,,"1339",Painting,Oil on canvas,2018,"2005"
95825,"60306",10912,75000.500000,"1339",Painting,Oil on canvas,1992,"2005"
95826,"60304",10912,17500.500000,"1339",Painting,Mixed media on canvas,2002,"2005"
95827,"60304",10912,17500.500000,"1339",Painting,Mixed media on canvas,2006,"2005"
95828,"60304",10912,17500.500000,"1339",Painting,Mixed media on canvas,2014,"2005"
95829,"20181",10888,,"1667",Photography,"B/w photograph, silver gelatine on fibre based paper, hand proof",2002,"1988"
95830,"6827",10883,75000.500000,"1262",Painting,"",2020,"1997"
95831,"13904",10883,37500.500000,"1262",Painting,"",2020,"1997"
95832,"30578",10888,75000.500000,"1667",Painting,Acrylic and pencil on canvas,2019,"1988"
95833,"30578",10888,75000.500000,"1667",Painting,Colour pencil and pencil on canvas,2019,"1988"
95834,"30578",10888,75000.500000,"1667",Painting,Mixed media on canvas,2016,"1988"
95835,"7027",10883,37500.500000,"1262",Painting,"pen, ink, gouache and collage on paper",2009,"1997"
95836,"11563",10883,37500.500000,"1262",Painting,oil on canvas,2014,"1997"
95837,"9704",10883,17500.500000,"1262",Painting,archival pigment print,2018,"1997"
95838,"30968",10884,37500.500000,"2022",Painting,Oil and used engine oil on sized paper,2020,"2011"
95839,"20253",10888,17500.500000,"1667",Painting,"Plexiglass, acrylic, varnish, paper and pencil",2018,"1988"
95840,"8443",11005,75000.500000,"1235",Installation,acrylic paint on wall,2017,"1999"
95841,"19795",10872,17500.500000,"1254",Work on Paper,Oil on newspaper,1989,"1997"
95842,"7878",10883,37500.500000,"1262",Painting,watercolour and graphite on paper* *Gouache and/or metallic ink may have been used in some instances,2027,"1997"
95843,"10591",10883,37500.500000,"1262",Painting,embroidery on canvas,2020,"1997"
95844,"33983",10963,,"1404",Painting,Acrylic,2000,"1992"
95845,"7878",11005,37500.500000,"1235",Installation,mixed media,2019,"1999"
95846,"11136",10872,750000.500000,"1254",Painting,Oil on canvas,1966,"1997"
95847,"8512",11005,110000.000000,"1235",Painting,oil on archival pigment print on canvas,2020,"1999"
95848,"7313",11005,37500.500000,"1235",Sculpture,radiator,2017,"1999"
95849,"52812",11137,,"13555",Work on Paper,"",2020,"2015"
95850,"7301",10967,,"1316",Painting,Acrylic on canvas,2017,"1993"
95851,"60301",10878,75000.500000,"1442",Painting,oil on Canvas,2018,"1992"
95853,"58651",10912,37500.500000,"1339",Painting,Oil on aluminum panel,2019,"2005"
95854,"58651",10912,50300.000000,"1339",Painting,Oil on canvas,2019,"2005"
95855,"41941",10912,,"1339",Painting,Oil on canvas,2019,"2005"
95856,"41941",10912,,"1339",Painting,Oil on canvas,2019,"2005"
95857,"10318",10912,17500.500000,"1339",Painting,Oil on canvas,2011,"2005"
95858,"10318",10912,,"1339",Painting,Oil on canvas,2014,"2005"
95859,"60116",10912,17500.500000,"1339",Sculpture,Color on resin and color on bronze,2012,"2005"
95860,"9041",10912,37500.500000,"1339",Painting,Oil on canvas,2018,"2005"
95861,"60304",10912,37500.500000,"1339",Painting,Mixed media on canvas,2003,"2005"
95862,"60304",10912,17500.500000,"1339",Painting,Mixed media on canvas,2016,"2005"
95863,"60304",10912,17500.500000,"1339",Painting,Mixed media on canvas,2017,"2005"
95864,"60304",10912,17500.500000,"1339",Painting,Mixed media on canvas,2017,"2005"
95865,"59554",10912,,"1339",Painting,Mixed media on paper,2019,"2005"
95866,"9044",10912,75000.500000,"1339",Painting,Oil on canvas,2017,"2005"
95867,"60254",10878,37500.500000,"1442",Sculpture,Ceramics,2019,"1992"
95868,"60254",10878,37500.500000,"1442",Mixed Media,"Ceramics, Ink, Xuan Paper, Acrylic",2019,"1992"
95869,"8260",10963,375000.500000,"1404",Painting,Oil on canvas,1997,"1992"
95870,"60254",10878,37500.500000,"1442",Mixed Media,"Ceramics, Ink, Xuan Paper, Acrylic",2019,"1992"
95871,"60254",10878,37500.500000,"1442",Mixed Media,"Ceramics, Ink, Xuan Paper, Acrylic",2019,"1992"
95872,"20181",10888,,"1667",Photography,"B/w photograph, silver gelatine on fibre based paper, hand proof",2002,"1988"
95873,"9525",10888,37500.500000,"1667",Installation,"Water, basin, ultrasound generator, cement",2020,"1988"
95874,"6827",10883,75000.500000,"1262",Painting,"",2020,"1997"
95875,"10591",10883,37500.500000,"1262",Painting,vinyl and enamel on steel,2019,"1997"
95876,"8519",10883,375000.500000,"1262",Sculpture,"blbluestone, stainless steel and concrete",2019,"1997"
95877,"19209",10884,17500.500000,"2022",Painting,Lead based oil on canvas,2018,"2011"
95878,"9525",10888,37500.500000,"1667",Sculpture,"Subterranean high current cable, metal, concrete",2019,"1988"
95879,"7027",10883,37500.500000,"1262",Painting,"pen, ink and gouache on paper",2009,"1997"
95880,"7027",10883,37500.500000,"1262",Painting,"pen, ink and gouache on paper",2009,"1997"
95881,"18701",10888,17500.500000,"1667",Prints & Multiples,"Unique woodcut on paper, pencil",2020,"1988"
95882,"8261",10963,175000.500000,"1404",Painting,Oil on canvas,2010,"1992"
95883,"8261",10963,175000.500000,"1404",Painting,Oil on canvas,2010,"1992"
95884,"7446",10963,375000.500000,"1404",Sculpture,Painted stainless steel,2009,"1992"
95885,"11764",11005,10000.000000,"1235",Video/Film,video projection on wall,2017,"1999"
95886,"11309",10883,75000.500000,"1262",Painting,"",2020,"1997"
95887,"52812",11137,,"13555",Work on Paper,Giclee print on archival paper,2020,"2015"
95888,"21966",10927,,"2271",Painting,Oil on canvas,1961,"1989"
95889,"52812",11137,,"13555",Installation,"",2020,"2015"
95890,"32912",10963,175000.500000,"1404",Sculpture,Camphorwood,2012,"1992"
95891,"11214",10967,750000.500000,"1316",Photography,Inkjet print,2018,"1993"
95892,"7429",10967,175000.500000,"1316",Mixed Media,Acrylic on aluminium,2017,"1993"
95893,"8471",10967,375000.500000,"1316",Painting,"",2016,"1993"
95894,"8384",11132,175000.500000,"1234",Sculpture,"stainless steel, colour-effect filter glass (red), coloured glass (light blue), LED system",2019,"1994"
95895,"8727",10948,100000.000000,"1148",Painting,Oil on linen,2017,"1995"
95896,"8505",11083,17500.500000,"1411",Painting,Acrylic on canvas,2020,"2006"
95897,"8505",11083,17500.500000,"1411",Painting,Acrylic on canvas,2020,"2006"
95898,"19258",10884,121000.000000,"2022",Installation,Porcelain,2018,"2011"
95899,"13002",11083,,"1411",Painting,Oil on plywood,2020,"2006"
95900,"13002",11083,,"1411",Painting,Oil on plywood,2020,"2006"
95901,"9041",10912,17500.500000,"1339",Painting,Oil on canvas,2017,"2005"
95902,"60304",10912,37500.500000,"1339",Painting,Mixed media on canvas,2003,"2005"
95903,"60304",10912,17500.500000,"1339",Painting,Mixed media on canvas,2004,"2005"
95904,"60304",10912,17500.500000,"1339",Painting,Mixed media on canvas,2017,"2005"
95905,"60264",10912,17500.500000,"1339",Sculpture,"China (Song), white marble, PLA, cement, steel",2017,"2005"
95906,"9044",10912,37500.500000,"1339",Painting,Oil on canvas,2010,"2005"
95907,"9044",10912,17500.500000,"1339",Painting,Oil on canvas,2012,"2005"
95908,"60254",10878,37500.500000,"1442",Sculpture,Ceramics,2019,"1992"
95909,"60254",10878,37500.500000,"1442",Sculpture,Ceramics,2019,"1992"
95910,"60254",10878,37500.500000,"1442",Mixed Media,"Ceramics, Ink, Xuan Paper, Acrylic",2019,"1992"
95911,,10908,,"1121",,,,"1995"
95912,"7027",10883,175000.500000,"1262",Painting,"ink, acrylic and watercolor on paper",2016,"1997"
95913,"36818",10883,37500.500000,"1262",Painting,"LED lightbox, duratrans print",2017,"1997"
95914,"20181",10888,,"1667",Photography,"B/w photograph, silver gelatine on fibre based paper, hand proof",2002,"1988"
95915,"20181",10888,,"1667",Photography,"B/w photograph, silver gelatine on fibre based paper, hand proof",2002,"1988"
95916,"20181",10888,,"1667",Photography,"B/w photograph, silver gelatine on fibre based paper, hand proof",2002,"1988"
95917,"20181",10888,,"1667",Photography,"B/w photograph, silver gelatine on fibre based paper, hand proof",2002,"1988"
95918,"6823",10883,75000.500000,"1262",Painting,"wood, spray paint",2020,"1997"
95919,"9706",10883,75000.500000,"1262",Painting,"cast urethane resin, fiberglass and epoxy",2019,"1997"
95920,"9525",10888,37500.500000,"1667",Sculpture,"Subsea cable, stainless steel, concrete",2018,"1988"
95921,"9525",10888,17500.500000,"1667",Prints & Multiples,"9 screenprints on paper",2018,"1988"
95922,"30578",10888,75000.500000,"1667",Painting,Mixed media on canvas,2016,"1988"
95923,"20253",10888,37500.500000,"1667",Painting,"Varnish, pencil, acrylic, acetate on linen",2018,"1988"
95924,"45008",10883,37500.500000,"1262",Painting,"paper, cardboard, paint, plastic, glue, cloth, latex, foam, wood",2018,"1997"
95925,"18701",10888,17500.500000,"1667",Prints & Multiples,"Unique woodcut on paper, pencil",2020,"1988"
95926,"9095",10872,75000.500000,"1254",Painting,Oil on linen,2016,"1997"
95927,"8219",10872,75000.500000,"1254",Sculpture,Bronze,2019,"1997"
95928,"33983",10963,17500.500000,"1404",Sculpture,Acrylic,2019,"1992"
95929,"41133",10872,75000.500000,"1254",Mixed Media,"Acrylic and various types of paint on paper (in four parts), photopaper, glue, mounted on wood, in artist frame",1983,"1997"
95930,"9704",10883,17500.500000,"1262",Painting,"dye sublimation print, UV print on Plexi, acrylic paint",2018,"1997"
95931,"10591",10883,30000.000000,"1262",Painting,embroidery on canvas,2020,"1997"
95932,"7355",10872,750000.500000,"1254",Painting,Oil on canvas,1996,"1997"
95933,"33983",10963,17500.500000,"1404",Sculpture,Acrylic on board,2019,"1992"
95934,"21966",10927,,"2271",Painting,Oil on canvas,1962,"1989"
95935,,11137,,"13555",,,,"2015"
95936,"7733",11005,37500.500000,"1235",Photography,silver gelatin print,1982,"1999"
95937,"7461",10883,450000.000000,"1262",Painting,"aluminum composite panel, aluminum honeycomb, two-component adhesive, primer, gesso, solvent-based screen printing ink",2020,"1997"
95939,"6940",10967,75000.500000,"1316",Sculpture,Neon,2015,"1993"
95940,"45836",10963,37500.500000,"1404",Other Materials,Polyester,2017,"1992"
95941,"7000",10967,375000.500000,"1316",Painting,Oil on canvas,1958,"1993"
95942,"8709",10967,750000.500000,"1316",Photography,Inkjet-print and Diasec,2017,"1993"
95943,"7387",11013,70000.000000,"1155",Painting,"Plastisol and puff paint on canvas, artist frame",2019,"2005"
95944,"11659",11013,100000.000000,"1155",Painting,"Acrylic, oil, coloured pencil and crayon on canvas ",2018,"2005"
95945,"8505",11083,16000.000000,"1411",Painting,Acrylic on canvas,2020,"2006"
95946,"13002",11083,,"1411",Painting,Oil on plywood,2020,"2006"
95947,"8955",10936,,"1265",Photography,Fine Art Inkjet print on Hahnemühle Photo Rag Baryta paper mounted on Alu-Dibond,2014,"1989"
95948,"13002",11083,,"1411",Painting,Oil on plywood,2020,"2006"
95949,"47462",10884,17500.500000,"2022",Painting,Watercolor on paper,2019,"2011"
95950,"9868",10967,750000.500000,"1316",Mixed Media,Decommissioned fire hose,2012,"1993"
95951,"9868",10967,375000.500000,"1316",Painting,"Torchdown, wood, enamel paint and tar",2019,"1993"
95952,"9284",10967,175000.500000,"1316",Painting,Oil and charcoal on canvas,2020,"1993"
95953,"7144",10967,175000.500000,"1316",Sculpture,Crystal Clear resin,2018,"1993"
95954,"8505",11083,16000.000000,"1411",Painting,Acrylic on canvas,2020,"2006"
95955,"8505",11083,17500.500000,"1411",Painting,Acrylic on canvas,2020,"2006"
95956,"8955",10936,17500.500000,"1265",Installation,"4 LED screens, trolley",2019,"1989"
95957,"21956",11083,17500.500000,"1411",Sculpture,"Sound amplifier, transistor radio, cable, magnet, brass, broadcast of local radio station",2019,"2006"
95958,"22035",10861,45000.000000,"1052",Painting,oil on canvas,2019,"2011"
95959,"22035",10861,36000.000000,"1052",Painting,oil on canvas,2019,"2011"
95960,"9870",10967,90500.000000,"1316",Sculpture,Neon,2012,"1993"
95961,"7033",10967,252000.000000,"1316",Sculpture,Bronze,2019,"1993"
95962,"7033",10967,252000.000000,"1316",Sculpture,Bronze,2019,"1993"
95963,"29010",10967,72000.000000,"1316",Painting,Mixed media on canvas,2020,"1993"
95964,"7752",10967,225000.000000,"1316",Painting,"Photo collage, acrylic, leaves, resin on wood panel",2019,"1993"
95965,"7134",11148,17500.500000,"1103",Installation,"",2019,"1993"
95966,"9224",11073,22000.000000,"2464",Painting,acrylic and oil on canvas,2019,"1987"
95967,,11100,,"1857",,,,"2009"
95968,"60106",10941,17500.500000,"1165",Painting,Oil on canvas,2020,"2008"
95969,"60106",10941,,"1165",Sculpture,"Ceramic, underglaze, glaze",2020,"2008"
95970,"60106",10941,17500.500000,"1165",Sculpture,"Ceramics, underglaze and glaze, clock hands, clock motor, battery",2020,"2008"
95971,"8920",11100,17500.500000,"1857",Mixed Media,"MDF, synthetic leather, steel, electric outlet and electric plug",2019,"2009"
95972,"33261",11100,25000.000000,"1857",Painting,Acrylic on canvas,2020,"2009"
95973,"9051",11104,17500.500000,"1066",Mixed Media,"Wood board, plants, water-based sealers, acrylic",2019,"2004"
